molregno,canonical_smiles,hba,hbd,psa,rtb,full_mwt,heavy_atoms,aromatic_rings,pref_name,confidence_score,bao_endpoint,standard_value,standard_units,pchembl_value,assay_id
67202,NCC1c2ccccc2Cc2ccccc21,1,1,26.02,1,209.29,16,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,20.0,nM,7.70,497063
493307,COc1cccc2c1C(CN)c1ccccc1C2,2,1,35.25,2,239.32,18,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,1158.0,nM,5.94,497063
493308,COc1ccc2c(c1)C(CN)c1ccccc1C2,2,1,35.25,2,239.32,18,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,1367.0,nM,5.86,497063
138225,COc1ccc2c(c1)Cc1ccccc1C2CN,2,1,35.25,2,239.32,18,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,7.5,nM,8.12,497063
493309,COc1cccc2c1Cc1ccccc1C2CN,2,1,35.25,2,239.32,18,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,124.0,nM,6.91,497063
520577,CC(Oc1ccc(CN2C[C@@H](C)OC2=O)cc1)C1CCCCC1,3,0,38.77,5,317.43,23,1,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,3200.0,nM,NULL,497613
520866,C[C@@H]1CN(Cc2ccc(-c3ccc(F)c(F)c3)nc2)C(=O)O1,3,0,42.43,3,304.30,22,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,3100.0,nM,NULL,497613
520864,C[C@@H]1CN(Cc2ccc(-c3ccc(OC(F)(F)F)cc3F)nc2)C(=O)O1,4,0,51.66,4,370.30,26,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,3100.0,nM,NULL,497613
520793,C[C@@H]1CN(Cc2ccc(-c3ccc(F)cc3F)cc2)C(=O)O1,2,0,29.54,3,303.31,22,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,323.0,nM,6.49,497613
520792,C[C@@H]1CN(Cc2ccc(-c3ccc(OC(F)(F)F)cc3F)cc2)C(=O)O1,3,0,38.77,4,369.31,26,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,3100.0,nM,NULL,497613
520791,C[C@@H]1CN(Cc2ccc(-c3ccc(F)c(Cl)c3)cc2)C(=O)O1,2,0,29.54,3,319.76,22,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,2100.0,nM,5.68,497613
470977,N#Cc1ccc(S(=O)(=O)/N=C(\N)N2C[C@H](c3ccccc3)C(c3ccc(Cl)cc3)=N2)cc1,4,1,111.91,4,463.95,32,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,7710.0,nM,NULL,512540
558477,O=C1N(CCN2Cc3ccccc3C2)CCN1c1cccc(Cl)c1,2,0,26.79,4,341.84,24,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,630.96,nM,6.20,582221
2214,NCCc1c[nH]c2ccc(O)cc12,2,3,62.04,2,176.22,13,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,690.0,nM,6.16,526856
443503,N=C(N)NCCC[C@@H]1NC(=O)[C@H](Cc2c[nH]c3cc(Br)ccc23)NC1=O,3,6,135.89,6,421.30,26,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,10000.0,nM,NULL,526856
425206,N=C(N)NCCC[C@@H]1NC(=O)/C(=C/c2c[nH]c3cc(Br)ccc23)NC1=O,3,6,135.89,5,419.28,26,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,1930.0,nM,5.71,526856
138605,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,4,2,57.50,4,353.47,26,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,10.0,nM,8.00,526856
485853,Cc1ccc2c(OCCN3CCC(Cc4cccc(N5CCCS5(=O)=O)c4)CC3)cccc2n1,5,0,62.74,7,479.65,34,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,6309.57,nM,NULL,556318
486945,Cc1ccc2c(OCCN3CCC(Cc4cccc(NS(C)(=O)=O)c4)CC3)cccc2n1,5,1,71.53,8,453.61,32,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,2511.89,nM,5.60,556318
2214,NCCc1c[nH]c2ccc(O)cc12,2,3,62.04,2,176.22,13,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,160.0,nM,6.80,556494
601,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,2,1,39.34,3,323.44,24,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,4.0,nM,8.40,556494
436,COc1cc(CC(C)N)c(OC)cc1I,3,1,44.48,4,321.16,15,1,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,28.0,nM,7.55,556494
21936,CN(C)CCCSc1ccccc1NC(=O)/C=C/c1ccccc1,3,1,32.34,8,340.49,24,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,24.0,nM,7.62,556494
2214,NCCc1c[nH]c2ccc(O)cc12,2,3,62.04,2,176.22,13,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,120.0,nM,6.92,556493
601,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,2,1,39.34,3,323.44,24,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,2.6,nM,8.59,556493
436,COc1cc(CC(C)N)c(OC)cc1I,3,1,44.48,4,321.16,15,1,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,29.0,nM,7.54,556493
21936,CN(C)CCCSc1ccccc1NC(=O)/C=C/c1ccccc1,3,1,32.34,8,340.49,24,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,17.0,nM,7.77,556493
2214,NCCc1c[nH]c2ccc(O)cc12,2,3,62.04,2,176.22,13,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,130.0,nM,6.89,556495
601,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,2,1,39.34,3,323.44,24,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,3.1,nM,8.51,556495
436,COc1cc(CC(C)N)c(OC)cc1I,3,1,44.48,4,321.16,15,1,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,13.0,nM,7.89,556495
21936,CN(C)CCCSc1ccccc1NC(=O)/C=C/c1ccccc1,3,1,32.34,8,340.49,24,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,13.0,nM,7.89,556495
2214,NCCc1c[nH]c2ccc(O)cc12,2,3,62.04,2,176.22,13,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,150.0,nM,6.82,556496
601,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,2,1,39.34,3,323.44,24,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,3.5,nM,8.46,556496
436,COc1cc(CC(C)N)c(OC)cc1I,3,1,44.48,4,321.16,15,1,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,14.0,nM,7.85,556496
21936,CN(C)CCCSc1ccccc1NC(=O)/C=C/c1ccccc1,3,1,32.34,8,340.49,24,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,22.0,nM,7.66,556496
301194,C[C@H]1CNCCc2ccc(Cl)cc21,1,1,12.03,0,195.69,13,1,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,2782.0,nM,5.56,566864
41198,CCCN1CCc2cccc3c2[C@H]1Cc1cccc(O)c1-3,2,1,23.47,2,279.38,21,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,114.0,nM,6.94,535731
490903,CCCN1CCc2cccc3c2[C@H]1Cc1ccc(OC(=O)CCCC(=O)Oc2cccc4c2-c2cccc5c2[C@@H](C4)N(CCC)CC5)cc1-3,6,0,59.08,10,654.85,49,4,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,10000.0,nM,NULL,535731
490902,CCCN1CCc2cccc3c2[C@H]1Cc1ccc(OC(=O)CCC(=O)Oc2cccc4c2-c2cccc5c2[C@@H](C4)N(CCC)CC5)cc1-3,6,0,59.08,9,640.82,48,4,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,10000.0,nM,NULL,535731
490901,CCCN1CCc2cccc3c2[C@H]1Cc1cccc(OC(=O)CNC(=O)OCc2ccccc2)c1-3,5,1,67.87,7,470.57,35,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,10000.0,nM,NULL,535731
490900,CCCCCCC(=O)Oc1cccc2c1-c1cccc3c1[C@@H](C2)N(CCC)CC3,3,0,29.54,8,391.56,29,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,95.0,nM,7.02,535731
490899,CCCCCC(=O)Oc1cccc2c1-c1cccc3c1[C@@H](C2)N(CCC)CC3,3,0,29.54,7,377.53,28,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,109.0,nM,6.96,535731
490898,CCCC(=O)Oc1cccc2c1-c1cccc3c1[C@@H](C2)N(CCC)CC3,3,0,29.54,5,349.47,26,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,56.0,nM,7.25,535731
490754,CCCN1CCc2cccc3c2[C@H]1Cc1cccc(OC(=O)CC)c1-3,3,0,29.54,4,335.45,25,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,109.0,nM,6.96,535731
424846,CCCN1CCc2cccc3c2[C@H]1Cc1cccc(OC(C)=O)c1-3,3,0,29.54,3,321.42,24,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,72.0,nM,7.14,535731
424847,CCCCC(=O)Oc1cccc2c1-c1cccc3c1[C@@H](C2)N(CCC)CC3,3,0,29.54,6,363.50,27,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,92.0,nM,7.04,535731
237774,O=C1CC(CN2CCC(C(=O)c3ccc(F)cc3)CC2)Cc2occc21,4,0,50.52,4,355.41,26,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,95.5,nM,7.02,539303
470601,O=C1CC(CN2CCN(C(=O)c3ccc(F)cc3)CC2)Cc2occc21,4,0,53.76,3,356.40,26,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,1318.26,nM,5.88,539303
2261,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,4,1,30.87,0,326.83,23,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,9.12,nM,8.04,539303
3859,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3,1,40.54,6,375.87,26,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,165.96,nM,6.78,539303
470600,CCOC(=O)c1oc2c(c1C)C(=O)CC(CN1CCC(c3noc4cc(F)ccc34)CC1)C2,7,0,85.78,5,454.50,33,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,8.318,nM,8.08,539303
470541,O=C1CC(CN2CCC(c3noc4cc(F)ccc34)CC2)Cc2oc(-c3ccccc3)cc21,5,0,59.48,4,444.51,33,4,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,6.918,nM,8.16,539303
470540,COC(=O)c1coc2c1C(=O)CC(CN1CCC(c3noc4cc(F)ccc34)CC1)C2,7,0,85.78,4,426.44,31,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,1.549,nM,8.81,539303
470539,CCOC(=O)c1oc2c(c1C)C(=O)CC(CN1CCC(C(=O)c3ccc(F)cc3)CC1)C2,6,0,76.82,6,441.50,32,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,21.88,nM,7.66,539303
470538,O=C1CC(CN2CCC(C(=O)c3ccc(F)cc3)CC2)Cc2oc(-c3ccccc3)cc21,4,0,50.52,5,431.51,32,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,17.38,nM,7.76,539303
470469,COC(=O)c1coc2c1C(=O)CC(CN1CCC(C(=O)c3ccc(F)cc3)CC1)C2,6,0,76.82,5,413.45,30,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,25.7,nM,7.59,539303
269654,O=C1c2ccoc2CCC1CCN1CCC(c2noc3cc(F)ccc23)CC1,5,0,59.48,4,382.44,28,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,0.7244,nM,9.14,539303
269278,O=C(c1ccc(F)cc1)C1CCN(CCC2CCc3occc3C2=O)CC1,4,0,50.52,5,369.44,27,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,77.62,nM,7.11,539303
237775,O=C1CC(CN2CCC(c3noc4cc(F)ccc34)CC2)Cc2occc21,5,0,59.48,3,368.41,27,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,5.495,nM,8.26,539303
237774,O=C1CC(CN2CCC(C(=O)c3ccc(F)cc3)CC2)Cc2occc21,4,0,50.52,4,355.41,26,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,52.48,nM,7.28,539305
269654,O=C1c2ccoc2CCC1CCN1CCC(c2noc3cc(F)ccc23)CC1,5,0,59.48,4,382.44,28,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,0.5623,nM,9.25,539305
269278,O=C(c1ccc(F)cc1)C1CCN(CCC2CCc3occc3C2=O)CC1,4,0,50.52,5,369.44,27,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,26.3,nM,7.58,539305
237775,O=C1CC(CN2CCC(c3noc4cc(F)ccc34)CC2)Cc2occc21,5,0,59.48,3,368.41,27,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,11.22,nM,7.95,539305
490002,O=C(CCCN1C2CCC1CN(c1ccc(Cl)cc1)CC2)c1ccc(F)cc1,3,0,23.55,6,400.93,28,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,194.8,nM,6.71,540798
557401,CN(C)CCC1=C(Cc2ccc(F)cc2)c2ccccc2C1,1,0,3.24,5,295.40,22,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,0.14,nM,9.85,582984
566207,CN(C)CCC1=C(Cc2cnccn2)c2ccccc2C1,3,0,29.02,5,279.39,21,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,0.6,nM,9.22,582984
562713,CN(C)CCc1sc2ccccc2c1Cc1ccc(F)cc1,2,0,3.24,5,313.44,22,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,0.09,nM,10.05,582984
572263,O=C1CC(CN2CCC(C(=O)c3ccc(F)cc3)CC2)Cc2ncncc21,5,0,63.16,4,367.42,27,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,309.03,nM,6.51,590244
572290,O=C1CC(CN2CCC(c3noc4cc(F)ccc34)CC2)Cc2ncncc21,6,0,72.12,3,380.42,28,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,23.44,nM,7.63,590244
572291,CSc1ncc2c(n1)CC(CN1CCC(C(=O)c3ccc(F)cc3)CC1)CC2=O,6,0,63.16,5,413.52,29,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,102.33,nM,6.99,590244
572298,CSc1ncc2c(n1)CC(CN1CCC(c3noc4cc(F)ccc34)CC1)CC2=O,7,0,72.12,4,426.52,30,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,4.571,nM,8.34,590244
572328,CNc1ncc2c(n1)CC(CN1CCC(C(=O)c3ccc(F)cc3)CC1)CC2=O,6,1,75.19,5,396.47,29,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,6.457,nM,8.19,590244
572334,CNc1ncc2c(n1)CC(CN1CCC(c3noc4cc(F)ccc34)CC1)CC2=O,7,1,84.15,4,409.47,30,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,2.399,nM,8.62,590244
572370,O=C1CC(CN2CCC(C(=O)c3ccc(F)cc3)CC2)Cc2nc(-c3ccccc3)ncc21,5,0,63.16,5,443.52,33,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,630.96,nM,6.20,590244
572197,O=C1CC(CN2CCC(c3noc4cc(F)ccc34)CC2)Cc2nc(-c3ccccc3)ncc21,6,0,72.12,4,456.52,34,4,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,125.89,nM,6.90,590244
3859,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3,1,40.54,6,375.87,26,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,165.96,nM,6.78,590244
2261,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,4,1,30.87,0,326.83,23,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,9.12,nM,8.04,590244
7714,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,6,0,64.16,4,410.49,30,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,0.5012,nM,9.30,590244
244233,O=S(=O)(c1ccc(F)cc1)C1CCN(CCc2ccc(F)cc2F)CC1,3,0,37.38,5,383.44,26,2,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,0.42,nM,9.38,633900
599916,COc1ccc2c3c(ccc2c1)Cc1ccccc1C3CN,2,1,35.25,2,289.38,22,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,21.0,nM,7.68,612231
264712,c1ccc(CNCC2c3ccccc3Cc3ccccc32)cc1,1,1,12.03,4,299.42,23,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,721.0,nM,6.14,612231
599996,c1ccc(CCNCC2c3ccccc3Cc3ccccc32)cc1,1,1,12.03,5,313.44,24,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,400.0,nM,6.40,612231
599997,c1ccc(CCCNCC2c3ccccc3Cc3ccccc32)cc1,1,1,12.03,6,327.47,25,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,223.0,nM,6.65,612231
599998,c1ccc(CCCCNCC2c3ccccc3Cc3ccccc32)cc1,1,1,12.03,7,341.50,26,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,365.0,nM,6.44,612231
603353,COc1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1-c1c(Br)cnn1C,4,2,68.18,4,435.71,26,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,0.5012,nM,9.30,612568
603354,COc1ccc(NC(=O)Nc2cccc(Cl)c2)cc1-c1c(Br)cnn1C,4,2,68.18,4,435.71,26,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,0.2512,nM,9.60,612568
603355,COc1ccc(NC(=O)Nc2ccc(F)cc2)cc1-c1c(Br)cnn1C,4,2,68.18,4,419.25,26,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,0.2512,nM,9.60,612568
603356,COc1ccc(NC(=O)Nc2cccc(F)c2)cc1-c1c(Br)cnn1C,4,2,68.18,4,419.25,26,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,0.3162,nM,9.50,612568
603439,COc1ccc(NC(=O)Nc2ccccc2F)cc1-c1c(Br)cnn1C,4,2,68.18,4,419.25,26,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,1.0,nM,9.00,612568
603440,COc1ccc(NC(=O)Nc2ccc(Br)cc2)cc1-c1c(Br)cnn1C,4,2,68.18,4,480.16,26,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,0.2512,nM,9.60,612568
603441,COc1ccc(NC(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1c(Br)cnn1C,4,2,68.18,4,469.26,29,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,0.3981,nM,9.40,612568
603442,COc1ccc(NC(=O)Nc2ccc(C(F)(F)F)cc2)cc1-c1c(Br)cnn1C,4,2,68.18,4,469.26,29,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,0.3162,nM,9.50,612568
603443,COc1ccc(NC(=O)Nc2cccc(C(C)=O)c2)cc1-c1c(Br)cnn1C,5,2,85.25,5,443.30,28,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,2.512,nM,8.60,612568
603525,COc1ccc(NC(=O)Nc2ccc(OC)c(-c3c(Br)cnn3C)c2)cc1,5,2,77.41,5,431.29,27,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,0.5012,nM,9.30,612568
603526,COc1ccc(NC(=O)Nc2ccc(N(C)C)cc2)cc1-c1c(Br)cnn1C,5,2,71.42,5,444.33,28,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,1.585,nM,8.80,612568
603527,COc1ccc(NC(=O)Nc2ccc(C(C)C)cc2)cc1-c1c(Br)cnn1C,4,2,68.18,5,443.35,28,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,0.3162,nM,9.50,612568
603528,COc1ccc(NC(=O)Nc2cccc(C#N)c2)cc1-c1c(Br)cnn1C,5,2,91.97,4,426.27,27,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,0.5012,nM,9.30,612568
603529,COc1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1-c1c(Br)cnn1C(C)C,4,2,68.18,5,463.76,28,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,0.5012,nM,9.30,612568
603623,COc1ccc(NC(=O)Nc2ccc(F)cc2)cc1-c1c(Br)cnn1C(C)C,4,2,68.18,5,447.31,28,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,0.2512,nM,9.60,612568
603624,Cn1ncc(Br)c1-c1cc(NC(=O)Nc2ccc(Cl)cc2)ccc1O,4,3,79.18,3,421.68,25,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,0.3981,nM,9.40,612568
603625,Cn1ncc(Br)c1-c1cc(NC(=O)Nc2ccc(Cl)cc2)ccc1OC(F)(F)F,4,2,68.18,4,489.68,29,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,0.7943,nM,9.10,612568
603626,CCOc1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1-c1c(Br)cnn1C,4,2,68.18,5,449.74,27,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,0.2512,nM,9.60,612568
603627,CC(C)Oc1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1-c1c(Br)cnn1C,4,2,68.18,5,463.76,28,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,0.3162,nM,9.50,612568
603697,Cn1ncc(Br)c1-c1cc(NC(=O)Nc2ccc(Cl)cc2)ccc1OCc1ccccc1,4,2,68.18,6,511.81,32,4,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,5.012,nM,8.30,612568
603698,Cn1ncc(Br)c1-c1cc(NC(=O)Nc2ccc(Cl)cc2)ccc1OCc1ccc(Cl)cc1,4,2,68.18,6,546.25,33,4,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,19.95,nM,7.70,612568
603699,Cn1ncc(Br)c1-c1cc(NC(=O)Nc2ccc(Cl)cc2)ccc1OCCc1ccccc1,4,2,68.18,7,525.83,33,4,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,6.31,nM,8.20,612568
603700,COc1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1-c1c(Cl)cnn1C,4,2,68.18,4,391.26,26,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,0.1585,nM,9.80,612568
603812,COc1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1-c1ccnn1C,4,2,68.18,4,356.81,25,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,1.585,nM,8.80,612568
603813,COc1ccc(NC(=O)Nc2ccc(Cl)cc2Cl)cc1-c1c(Br)cnn1C,4,2,68.18,4,470.15,27,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,0.1995,nM,9.70,612568
603814,COc1ccc(NC(=O)Nc2cc(F)cc(F)c2)cc1-c1c(Br)cnn1C,4,2,68.18,4,437.24,27,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,0.3162,nM,9.50,612568
603815,COc1ccc(NC(=O)Nc2ccc(F)cc2F)cc1-c1c(Br)cnn1C,4,2,68.18,4,437.24,27,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,0.631,nM,9.20,612568
603816,COc1ccc(NC(=O)Nc2ccc(F)cc2F)cc1-c1c(Cl)cnn1C,4,2,68.18,4,392.79,27,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,0.631,nM,9.20,612568
603872,COc1ccc(NC(=O)Nc2ccc(F)c(F)c2)cc1-c1c(Cl)cnn1C,4,2,68.18,4,392.79,27,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,0.2512,nM,9.60,612568
604558,COc1ccc(NC(=O)Nc2ccc(F)c(F)c2)cc1-c1c(F)cnn1C,4,2,68.18,4,376.34,27,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,1.259,nM,8.90,612568
603873,COc1ccc(NC(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1-c1c(Br)cnn1C,4,2,68.18,4,537.26,33,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,0.3981,nM,9.40,612568
603874,COc1ccc(NC(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1-c1c(Cl)cnn1C,4,2,68.18,4,492.81,33,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,1.0,nM,9.00,612568
603875,COc1ccc(NC(=O)Nc2ccc(Cl)cc2C(F)(F)F)cc1-c1c(Br)cnn1C,4,2,68.18,4,503.71,30,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,0.5012,nM,9.30,612568
603352,COc1ccc(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1-c1c(Br)cnn1C,4,2,68.18,4,503.71,30,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,0.3162,nM,9.50,612568
83730,Cc1ncccc1Oc1ccc(NC(=O)N2CCc3cc(F)c(Cl)cc32)cn1,4,1,67.35,3,398.83,28,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,501.0,nM,6.30,642098
84202,Cc1ncccc1Oc1ccc(NC(=O)N2CCc3cc(Cl)c(Cl)cc32)cn1,4,1,67.35,3,415.28,28,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,251.0,nM,6.60,642098
83856,Cc1ncccc1Oc1ccc(NC(=O)N2CCc3ccc(Cl)cc32)cn1,4,1,67.35,3,380.83,27,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,316.0,nM,6.50,642098
84034,Cc1ncccc1Oc1ccc(NC(=O)N2CCc3cc(I)ccc32)cn1,4,1,67.35,3,472.29,27,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,1585.0,nM,5.80,642098
83999,Cc1ncccc1Oc1ccc(NC(=O)N2CCc3cc(Br)ccc32)cn1,4,1,67.35,3,425.29,27,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,3981.0,nM,5.40,642098
84035,Cc1ncccc1Oc1ccc(NC(=O)N2CCc3cc(Cl)ccc32)cn1,4,1,67.35,3,380.83,27,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,10000.0,nM,NULL,642098
83835,Cc1ncccc1Oc1ccc(NC(=O)N2CCc3cc(F)ccc32)cn1,4,1,67.35,3,364.38,27,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,10000.0,nM,NULL,642098
83682,Cc1ncccc1Oc1ccc(NC(=O)N2CCc3ccccc32)cn1,4,1,67.35,3,346.39,26,3,Serotonin 2a (5-HT2a) receptor,9,BAO_0000192,10000.0,nM,NULL,642098
